modo_envio,segmento,pais,cidade,estado,cep,regiao,categoria,subcategoria,vendas,quantidade,desconto,lucro,margem
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Etiquetas,14.76,5,0.2,4.9815,0.33749999999999997
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Material de Escritório,Papel,37.52,4,0.0,18.0096,0.4799999999999999
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Material de Escritório,Eletrodomésticos,207.144,3,0.1,48.3336,0.2333333333333333
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Material de Escritório,Arte,13.9,5,0.0,3.753,0.27
Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Móveis,Cadeiras,266.352,3,0.2,13.3176,0.05000000000000001
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Tecnologia,Celulares,307.98,2,0.0,89.3142,0.29
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Material de Escritório,Papel,44.1,6,0.0,20.727,0.47
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Material de Escritório,Arte,13.12,4,0.0,5.6416,0.43000000000000005
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Material de Escritório,Envelopes,16.56,2,0.0,7.7832,0.47000000000000003
Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Material de Escritório,Papel,38.88,6,0.0,18.6624,0.48000000000000004
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Material de Escritório,Papel,335.52,4,0.2,117.432,0.35000000000000003
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Tecnologia,Copiadoras,959.984,2,0.2,311.9948,0.325
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Material de Escritório,Fichários,4.086,2,0.7,-2.9964,-0.7333333333333333
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Material de Escritório,Arte,55.984,2,0.2,4.1988,0.075
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Material de Escritório,Papel,10.688,2,0.2,3.7408,0.35
Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Material de Escritório,Envelopes,8.856,3,0.2,2.8782,0.325
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Etiquetas,6.912,3,0.2,2.5056,0.3625
Second Class,Consumer,United States,Houston,Texas,77095,Central,Material de Escritório,Papel,26.72,5,0.2,9.352,0.35000000000000003
Second Class,Consumer,United States,Houston,Texas,77095,Central,Material de Escritório,Papel,33.488,7,0.2,10.465,0.3125
Standard Class,Corporate,United States,Saint Charles,Missouri,63301,Central,Material de Escritório,Papel,10.56,2,0.0,4.752,0.44999999999999996
First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Material de Escritório,Armazenamento,386.34,2,0.0,54.0876,0.14
Second Class,Corporate,United States,Seattle,Washington,98115,West,Material de Escritório,Fichários,33.44,10,0.2,11.704,0.35000000000000003
Standard Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Móveis,Decoração,39.96,2,0.0,14.3856,0.36
Standard Class,Consumer,United States,Rochester,New York,14609,East,Material de Escritório,Fichários,1217.568,2,0.2,456.588,0.375
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Material de Escritório,Armazenamento,15.51,1,0.0,3.8775,0.25
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Tecnologia,Celulares,89.9,2,0.0,25.172,0.27999999999999997
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Material de Escritório,Arte,14.28,4,0.0,3.7128,0.26
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Material de Escritório,Arte,12.72,3,0.0,4.9608,0.38999999999999996
Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Material de Escritório,Etiquetas,15.75,5,0.0,7.56,0.48
Second Class,Corporate,United States,Los Angeles,California,90004,West,Material de Escritório,Arte,70.95,3,0.0,18.447,0.25999999999999995
Second Class,Corporate,United States,Los Angeles,California,90004,West,Material de Escritório,Fichários,65.568,2,0.2,23.7684,0.3625
Second Class,Corporate,United States,Los Angeles,California,90004,West,Tecnologia,Acessórios,299.97,3,0.0,131.9868,0.43999999999999995
Standard Class,Corporate,United States,San Francisco,California,94110,West,Tecnologia,Acessórios,89.97,3,0.0,39.5868,0.43999999999999995
Standard Class,Corporate,United States,San Francisco,California,94110,West,Tecnologia,Acessórios,31.86,2,0.0,11.151,0.35
Second Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Material de Escritório,Armazenamento,67.15,5,0.0,16.7875,0.25
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Material de Escritório,Fichários,7.236,3,0.7,-6.03,-0.8333333333333334
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Material de Escritório,Fixadores,4.824,3,0.2,1.7487,0.3625
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Material de Escritório,Papel,91.36,5,0.2,29.692,0.325
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Material de Escritório,Eletrodomésticos,130.112,2,0.2,13.0112,0.1
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Tecnologia,Celulares,74.24,1,0.2,8.352,0.11250000000000002
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Móveis,Decoração,159.84,10,0.2,45.954,0.2875
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Material de Escritório,Fichários,2.892,2,0.7,-2.3136,-0.8
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Material de Escritório,Papel,9.392,2,0.2,3.2872,0.35000000000000003
Second Class,Consumer,United States,New York City,New York,10011,East,Material de Escritório,Papel,123.92,4,0.0,55.764,0.45
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Material de Escritório,Suprimentos,55.6,5,0.2,6.255,0.11249999999999999
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Tecnologia,Acessórios,617.976,3,0.2,-7.7247,-0.0125
Standard Class,Corporate,United States,Meridian,Idaho,83642,West,Material de Escritório,Fichários,21.312,3,0.2,7.992,0.375
Standard Class,Corporate,United States,Sacramento,California,95823,West,Tecnologia,Acessórios,209.94,6,0.0,39.8886,0.18999999999999997
Standard Class,Corporate,United States,Sacramento,California,95823,West,Tecnologia,Celulares,31.984,2,0.2,-7.996,-0.25
Standard Class,Corporate,United States,Sacramento,California,95823,West,Material de Escritório,Fichários,5083.96,5,0.2,1906.485,0.375
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Tecnologia,Celulares,35.96,1,0.2,3.596,0.1
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Material de Escritório,Etiquetas,31.05,3,0.0,14.904,0.48
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Móveis,Decoração,8.92,4,0.0,3.9248,0.44
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Material de Escritório,Fichários,209.6,4,0.0,96.416,0.46
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Material de Escritório,Eletrodomésticos,111.04,4,0.0,29.9808,0.26999999999999996
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Material de Escritório,Papel,38.88,6,0.0,18.6624,0.48000000000000004
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Material de Escritório,Eletrodomésticos,36.27,3,0.0,10.881,0.3
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Móveis,Estantes,493.43,5,0.3,-70.49,-0.14285714285714285
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Tecnologia,Celulares,11.12,2,0.2,3.475,0.31250000000000006
Standard Class,Consumer,United States,San Diego,California,92037,West,Tecnologia,Máquinas,686.4,2,0.2,77.22,0.1125
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Material de Escritório,Fichários,15.92,5,0.2,5.373,0.3375
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Móveis,Decoração,70.68,12,0.0,31.0992,0.43999999999999995
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Material de Escritório,Armazenamento,541.24,4,0.0,5.4124,0.01
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Tecnologia,Máquinas,101.994,2,0.7,-71.3958,-0.7
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Material de Escritório,Fichários,18.264,2,0.7,-13.3936,-0.7333333333333333
Second Class,Consumer,United States,Houston,Texas,77095,Central,Material de Escritório,Fichários,21.99,5,0.8,-32.985,-1.5
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Material de Escritório,Suprimentos,185.376,2,0.2,-34.758,-0.1875
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Material de Escritório,Eletrodomésticos,58.924,1,0.8,-153.2024,-2.6
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Tecnologia,Máquinas,480.0,4,0.0,225.6,0.47
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Material de Escritório,Armazenamento,34.05,3,0.0,9.534,0.28
First Class,Corporate,United States,Los Angeles,California,90008,West,Material de Escritório,Papel,192.72,11,0.0,92.5056,0.48
First Class,Corporate,United States,Los Angeles,California,90008,West,Tecnologia,Acessórios,239.97,3,0.0,86.3892,0.36
Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Tecnologia,Acessórios,50.12,7,0.2,-0.6265,-0.012499999999999999
Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Tecnologia,Celulares,15.984,2,0.2,1.3986,0.08750000000000001
Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Material de Escritório,Papel,14.352,3,0.2,4.485,0.3125
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Material de Escritório,Fichários,6.528,4,0.7,-4.5696,-0.7000000000000001
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Material de Escritório,Fichários,2.862,3,0.7,-2.2896,-0.8
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Material de Escritório,Fichários,20.856,8,0.7,-16.6848,-0.7999999999999999
Second Class,Corporate,United States,Los Angeles,California,90036,West,Material de Escritório,Armazenamento,276.28,2,0.0,0.0,0.0
Standard Class,Home Office,United States,Stockton,California,95207,West,Móveis,Decoração,629.64,9,0.0,107.0388,0.16999999999999998
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Tecnologia,Celulares,449.97,3,0.0,220.4853,0.48999999999999994
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Material de Escritório,Eletrodomésticos,1927.59,7,0.0,751.7601,0.39
First Class,Home Office,United States,Columbus,Georgia,31907,South,Móveis,Cadeiras,121.78,2,0.0,30.445,0.25
Standard Class,Home Office,United States,San Diego,California,92037,West,Móveis,Cadeiras,2676.672,9,0.2,267.6672,0.09999999999999999
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Móveis,Mesas,489.23,2,0.3,41.934,0.0857142857142857
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Móveis,Decoração,312.03,3,0.0,43.6842,0.14
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Material de Escritório,Armazenamento,17.94,3,0.0,3.0498,0.16999999999999998
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Tecnologia,Celulares,165.6,3,0.2,10.35,0.0625
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Material de Escritório,Papel,37.52,4,0.0,18.0096,0.4799999999999999
Second Class,Corporate,United States,Springfield,Virginia,22153,South,Tecnologia,Celulares,494.97,3,0.0,148.491,0.3
Second Class,Corporate,United States,Springfield,Virginia,22153,South,Material de Escritório,Etiquetas,25.06,2,0.0,11.7782,0.47000000000000003
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Móveis,Decoração,32.064,3,0.6,-12.8256,-0.39999999999999997
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Material de Escritório,Papel,18.496,4,0.2,6.7048,0.3625
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Móveis,Cadeiras,191.079,3,0.3,-38.2158,-0.2
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Material de Escritório,Papel,10.368,2,0.2,3.6288,0.35
Same Day,Home Office,United States,New York City,New York,10009,East,Material de Escritório,Etiquetas,30.53,1,0.0,14.0438,0.45999999999999996
Same Day,Home Office,United States,New York City,New York,10009,East,Tecnologia,Acessórios,30.84,3,0.0,6.168,0.2
Same Day,Home Office,United States,New York City,New York,10009,East,Material de Escritório,Papel,75.06,9,0.0,33.777,0.45
First Class,Corporate,United States,San Francisco,California,94110,West,Tecnologia,Celulares,66.976,7,0.2,6.6976,0.1
Standard Class,Corporate,United States,Moreno Valley,California,92553,West,Material de Escritório,Papel,182.72,8,0.0,84.0512,0.45999999999999996
Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Material de Escritório,Etiquetas,21.93,3,0.0,10.3071,0.47000000000000003
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Tecnologia,Acessórios,95.976,3,0.2,15.5961,0.1625
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Tecnologia,Celulares,143.928,9,0.2,-32.3838,-0.225
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Material de Escritório,Fichários,3.564,2,0.7,-2.97,-0.8333333333333334
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Material de Escritório,Etiquetas,4.928,2,0.2,1.7248,0.35000000000000003
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Material de Escritório,Armazenamento,856.656,6,0.2,107.082,0.125
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Material de Escritório,Fichários,13.184,4,0.8,-20.4352,-1.55
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Material de Escritório,Eletrodomésticos,48.784,4,0.8,-131.7168,-2.7
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Material de Escritório,Papel,76.64,2,0.2,26.824,0.35000000000000003
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Material de Escritório,Fichários,18.528,6,0.8,-27.792,-1.5000000000000002
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Móveis,Decoração,177.68,2,0.0,46.1968,0.26
Standard Class,Corporate,United States,Jamestown,New York,14701,East,Tecnologia,Acessórios,159.98,2,0.0,57.5928,0.36
Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Tecnologia,Celulares,52.68,3,0.2,19.755,0.375
Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Móveis,Decoração,11.568,3,0.2,2.6028,0.22499999999999998
Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Material de Escritório,Fichários,4.572,4,0.7,-3.81,-0.8333333333333334
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Tecnologia,Celulares,1439.968,4,0.2,143.9968,0.1
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Material de Escritório,Fichários,1.728,3,0.8,-2.6784,-1.55
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Móveis,Mesas,626.1,3,0.5,-538.446,-0.86
Second Class,Corporate,United States,Seattle,Washington,98103,West,Material de Escritório,Arte,99.2,5,0.0,25.792,0.26
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Móveis,Mesas,609.98,4,0.3,-113.282,-0.1857142857142857
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Móveis,Mesas,211.372,2,0.3,-45.294,-0.21428571428571425
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Tecnologia,Celulares,239.976,3,0.2,17.9982,0.075
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Móveis,Decoração,99.95,5,0.0,22.9885,0.22999999999999998
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Tecnologia,Acessórios,29.34,3,0.0,10.8558,0.37
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Móveis,Decoração,16.74,2,0.0,4.3524,0.26000000000000006
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Material de Escritório,Papel,12.672,3,0.2,3.96,0.3125
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Tecnologia,Acessórios,1119.888,14,0.2,209.979,0.18750000000000003
